3143355,g2069,d3047,cofactor
3143355,g2068,d3047,cofactor
3146348,g1766,d146,antagonist
3178884,g2307,d2092,other
3190453,g38,d2174,inhibitor
3190453,g38,d1820,inhibitor
3253717,g1078,d3443,antagonist
3260648,g1792,d1712,inducer
3314674,g730,d2041,agonist
3320565,g183,d2725,antagonist
3334987,g730,d1878,agonist
3345199,g38,d1820,inhibitor
3416882,g345,d2148,inhibitor
3474745,g649,d1693,inhibitor
3480361,g649,d1693,inhibitor
3517382,g1880,d2919,inhibitor
3622377,g730,d1878,agonist
3661710,g1079,d324,agonist
3770229,g779,d2656,unknown
3780719,g649,d1693,inhibitor
3806383,g981,d444,inhibitor
3812589,g1479,d2300,cofactor
3816971,g1113,d397,antagonist
3920599,g111,d3259,inhibitor
3928974,g1737,d117,agonist
3954800,g1357,d2647,inhibitor
3989343,g730,d2041,agonist
4039467,g730,d1806,agonist
4070383,g1358,d2389,inhibitor
6086881,g1078,d160,antagonist
6094175,g981,d444,inhibitor
6103055,g1357,d2844,inhibitor
6103055,g1358,d2844,inhibitor
6124875,g2329,d2070,agonist
6140014,g322,d1869,inhibitor
6143816,g91,d2964,agonist
6146346,g1078,d236,antagonist
6147851,g656,d67,antagonist
6151117,g1632,d3031,agonist
6151117,g1633,d3031,antagonist
6184384,g1283,d1746,inhibitor
6184384,g1283,d1746,inhibitor
6222739,g1601,d2557,agonist
6374639,g183,d2725,antagonist
6409111,g111,d3259,inhibitor
6413448,g111,d3259,inhibitor
6428914,g147,d3255,inhibitor
6428914,g147,d153,inhibitor
6428914,g147,d2579,inhibitor
6436227,g2366,d3434,inhibitor
6439037,g183,d2136,agonist
6645495,g1737,d1849,agonist
6646243,g1357,d2844,inhibitor
6646243,g1358,d2844,inhibitor
6706930,g2320,d435,inhibitor
6726060,g2255,d2300,other
6808516,g1792,d1712,inducer
6816217,g287,d2058,inhibitor
6827166,g1737,d1957,agonist
6872937,g730,d1675,agonist
6983619,g618,d3047,cofactor
7044524,g730,d2136,antagonist
7054210,g1601,d1754,agonist
7062741,g1601,d1754,agonist
7409209,g2276,d2634,binder
7491961,g353,d2873,agonist
7492120,g649,d1693,inhibitor
7493546,g1116,d1924,antagonist
7499435,g792,d2829,binder
7511752,g85,d2601,agonist
7511759,g1417,d419,inhibitor
7516184,g2297,d2289,binder
7518297,g1578,d2640,inhibitor
7518297,g1579,d2640,inhibitor
7522861,g448,d2174,antagonist
7528484,g2320,d435,inhibitor
7530204,g1113,d3195,antagonist
7531353,g1113,d2830,antagonist
7531353,g656,d2830,antagonist
7536941,g1578,d2640,inhibitor
7536941,g1579,d2640,inhibitor
7540578,g730,d1806,agonist
7554708,g1883,d2688,inhibitor
7562497,g1635,d3031,agonist
7567987,g618,d3047,cofactor
7592550,g103,d3047,cofactor
7599160,g1485,d2300,cofactor
7599160,g1479,d2300,cofactor
7610922,g321,d407,agonist
7612154,g1357,d2389,inhibitor
7615202,g1884,d2688,inhibitor
7625729,g1602,d1946,antagonist
7632944,g2056,d214,potentiator
7665369,g656,d2022,agonist
7684066,g1116,d3456,antagonist
7692072,g787,d2878,antagonist
7703721,g730,d2041,agonist
7713167,g1078,d2617,antagonist
7726490,g633,d243,inhibitor
7750284,g730,d1849,agonist
7750284,g1737,d1849,agonist
7750291,g1737,d2753,agonist
7755585,g1932,d71,agonist
7824160,g1113,d2611,agonist
7824160,g1115,d2611,agonist
7832763,g1884,d2556,inhibitor
7832763,g1883,d2556,inhibitor
7855217,g1078,d1679,sin_interaccion
7855217,g1078,d2956,sin_interaccion
7855217,g1078,d375,antagonist
7855217,g656,d1679,sin_interaccion
7855217,g656,d2956,antagonist
7855217,g656,d375,sin_interaccion
7855217,g449,d1679,antagonist
7855217,g449,d2956,sin_interaccion
7855217,g449,d375,sin_interaccion
7856330,g1358,d3564,inhibitor
7858879,g677,d358,antagonist
7865862,g656,d115,antagonist
7903385,g88,d2241,agonist
7909690,g633,d243,inhibitor
7918347,g655,d2885,antagonist
7926307,g2134,d3249,ligand
7929150,g287,d2058,inhibitor
7948825,g787,d3252,agonist
7952157,g2320,d435,inhibitor
7957034,g1635,d440,agonist
7961725,g2431,d1994,inhibitor
7962113,g1766,d146,antagonist
7981009,g92,d2689,antagonist
7984281,g2150,d160,inhibitor
7989460,g1095,d3436,inhibitor
7995016,g1358,d2850,inhibitor
8000225,g1737,d1806,agonist
8014033,g1113,d2022,agonist
8058773,g147,d3554,inhibitor
8070368,g815,d2285,agonist
8073394,g1766,d146,antagonist
8098761,g1109,d2869,antagonist
8101879,g656,d2511,antagonist
8101879,g656,d1679,antagonist
8103596,g656,d2097,sin_interaccion
8103596,g656,d115,antagonist
8144028,g874,d2208,agonist
8182534,g352,d464,inducer
8263811,g88,d2241,agonist
8289199,g2253,d3115,antagonist
8301142,g1931,d2071,agonist
8301142,g1932,d2071,agonist
8301582,g656,d1927,sin_interaccion
8301582,g656,d2956,antagonist
8313547,g2254,d3115,inhibitor
8319832,g815,d3477,agonist
8380156,g2412,d1891,agonist
8380639,g1111,d2621,binder
8380639,g1112,d2621,binder
8381250,g260,d2175,antagonist
8384965,g1737,d2753,agonist
8388192,g828,d278,agonist
8388192,g828,d210,agonist
8392199,g1108,d123,antagonist
8399219,g470,d1759,ligand
8423526,g1113,d1708,agonist
8446367,g248,d1912,potentiator
8494570,g287,d3564,inhibitor
8494570,g293,d3564,inhibitor
8499653,g849,d3047,cofactor
8499653,g850,d3047,cofactor
8513851,g36,d3305,inhibitor
8521855,g1792,d1712,inducer
8529171,g111,d3259,inhibitor
8566109,g1883,d2065,inhibitor
8566141,g656,d136,agonist
8577935,g100,d3487,antagonist
8578218,g787,d3252,agonist
8578218,g681,d3252,inducer
8606397,g147,d1879,inhibitor
8612523,g293,d1868,inhibitor
8622076,g730,d2136,antagonist
8636434,g1267,d1732,inhibitor
8647296,g1078,d2469,antagonist
8647296,g1619,d2469,partial antagonist
8652509,g1883,d3265,inhibitor
8662608,g469,d1759,ligand
8694852,g509,d2884,inhibitor
8694852,g508,d2884,inhibitor
8697470,g2253,d3115,antagonist
8723169,g93,d212,agonist
8732994,g1602,d1946,antagonist
8737748,g1884,d1882,inhibitor
8737748,g1883,d1882,inhibitor
8738610,g787,d2878,antagonist
8738610,g789,d2878,inhibitor
8741039,g1485,d2300,cofactor
8743744,g1114,d2621,antagonist
8748043,g656,d3568,antagonist
8762097,g1646,d3266,antagonist
8777955,g92,d2098,agonist
8786535,g952,d1993,antagonist
8797192,g656,d2137,antagonist
8797532,g2149,d1736,inhibitor
8797823,g2297,d2289,binder
8809191,g1095,d3436,inhibitor
8819494,g1635,d2464,partial agonist
8819507,g88,d2241,agonist
8820988,g730,d117,agonist
8826571,g147,d3554,inhibitor
8827452,g1011,d2289,binder
8831771,g2253,d3115,antagonist
8836913,g1139,d2369,binder
8842678,g1357,d3555,inhibitor
8867461,g786,d2878,antagonist
8875133,g1357,d2662,inhibitor
8876023,g1113,d160,antagonist
8878254,g1635,d2421,agonist
8889850,g220,d3376,inhibitor
8904614,g1110,d3135,agonist
8911881,g92,d2098,agonist
8922878,g1602,d1946,antagonist
8922878,g1737,d1946,agonist
8930006,g1116,d2651,antagonist
8930173,g88,d2698,agonist
8935801,g1113,d2142,antagonist
8935801,g656,d2142,antagonist
8946244,g786,d2878,antagonist
8968334,g1635,d2464,partial agonist
8991786,g1357,d3564,inhibitor
8991786,g1358,d3564,inhibitor
8997630,g1113,d2330,antagonist
9015795,g658,d3096,antagonist
9035701,g1931,d3297,agonist
9042024,g599,d3545,antagonist
9042047,g599,d1702,antagonist
9048584,g730,d1878,agonist
9056052,g1110,d3135,agonist
9056643,g792,d2829,binder
9074840,g1998,d2071,agonist
9074840,g1998,d71,agonist
9080465,g1619,d2469,partial antagonist
9083792,g656,d221,antagonist
9083792,g656,d221,partial agonist
9089664,g90,d3393,binder
9089664,g89,d3393,binder
9108990,g2056,d2690,potentiator
9118466,g779,d2656,unknown
9127118,g1110,d3135,agonist
9145928,g1108,d123,antagonist
9146894,g1883,d2065,inhibitor
9152412,g1884,d3311,inhibitor
9152412,g1883,d3311,inhibitor
9175172,g1883,d3311,inhibitor
9195366,g1601,d2557,agonist
9211565,g1117,d1703,agonist
9231703,g321,d407,agonist
9257083,g1116,d1924,antagonist
9259062,g100,d3303,antagonist
9272380,g2253,d3115,antagonist
9279507,g215,d2444,inhibitor
9298126,g1998,d2071,agonist
9298126,g1932,d2071,agonist
9336012,g287,d2592,inhibitor
9336012,g287,d1872,inhibitor
9342550,g656,d2511,antagonist
9357398,g2319,d2781,inhibitor
9374794,g1246,d1708,inhibitor
9380737,g631,d3051,inhibitor
9398183,g248,d1968,inhibitor
9398303,g1479,d3334,cofactor
9399012,g1110,d3562,agonist
9399970,g1635,d1864,agonist
9406449,g1337,d3458,inhibitor
9421374,g2134,d3249,ligand
9425362,g633,d243,inhibitor
9454790,g448,d1907,antagonist
9464897,g93,d2750,agonist
9464897,g92,d2750,agonist
9506240,g1116,d1924,antagonist
9506248,g92,d2155,agonist
9523318,g1601,d2126,agonist
9525919,g2307,d318,other
9537821,g2149,d160,sin_interaccion
9537821,g2149,d2546,inhibitor
9537821,g2149,d397,sin_interaccion
9537821,g2149,d2637,binder
9537821,g2148,d160,inhibitor
9537821,g2148,d2546,inhibitor
9537821,g2148,d397,sin_interaccion
9537821,g2148,d2637,inhibitor
9541386,g293,d367,inhibitor
9551765,g1115,d1842,inverse agonist
9557255,g1931,d77,agonist
9558716,g730,d1878,agonist
9562338,g1113,d1703,antagonist
9562338,g1117,d1703,agonist
9562338,g1108,d1703,agonist
9563368,g1601,d2126,agonist
9568680,g1807,d2958,agonist
9587031,g1479,d2300,cofactor
9589848,g447,d160,antagonist
9589848,g830,d160,antagonist
9593936,g183,d1806,agonist
9600588,g1113,d2498,agonist
9600588,g1115,d2498,agonist
9610365,g1806,d2318,agonist
9622415,g931,d2691,agonist
9626023,g1884,d2556,inhibitor
9626023,g1883,d2556,inhibitor
9642259,g2276,d2433,binder
9647463,g1646,d3266,antagonist
9647478,g1249,d3394,inhibitor
9648873,g2099,d163,inhibitor
9650800,g1109,d3135,agonist
9650852,g1884,d2807,inhibitor
9666414,g633,d2450,inhibitor
9670923,g308,d2638,inhibitor
9671543,g59,d68,ligand
9673855,g1358,d2850,inhibitor
9685354,g13,d3256,inhibitor
9694935,g1246,d3195,inhibitor
9695721,g1174,d286,antibody
9697104,g1116,d1708,agonist
9711054,g1884,d3163,inhibitor
9711448,g1789,d2792,inhibitor
9712836,g2004,d157,antagonist
9718276,g1112,d3562,agonist
9718276,g1112,d3135,agonist
9730838,g1479,d3334,cofactor
9732369,g447,d2306,antagonist
9733584,g1878,d2446,agonist
9744490,g1737,d2557,agonist
9744490,g1601,d2557,agonist
9760035,g1642,d434,agonist
9765513,g1268,d318,inhibitor
9795216,g1507,d2289,binder
9806221,g677,d358,antagonist
9806324,g84,d150,antagonist
9806328,g656,d136,agonist
9806333,g1108,d123,antagonist
9808337,g487,d2000,inhibitor
9808337,g487,d3395,inhibitor
9831331,g1884,d2807,inhibitor
9831331,g1883,d2807,inhibitor
9832994,g1115,d2651,antagonist
9835260,g2028,d1991,inhibitor
9859690,g1110,d3562,agonist
9862398,g1635,d2464,partial agonist
9865942,g293,d367,inhibitor
9873034,g1578,d2640,inhibitor
9873034,g1579,d2640,inhibitor
9876137,g2028,d1736,inhibitor
9878991,g100,d3303,antagonist
9885294,g13,d3256,inhibitor
9891987,g1601,d1719,agonist
9917075,g487,d3395,inhibitor
9951949,g1401,d2644,antagonist
9951949,g1401,d2644,inhibitor
9972766,g1635,d1864,agonist
9990013,g19,d2215,blocker
9990413,g1932,d77,agonist
10024094,g1475,d3334,cofactor
10024454,g1856,d3047,cofactor
10027842,g1117,d1708,agonist
10047461,g2366,d3077,inhibitor
10051426,g2004,d157,antagonist
10051426,g2003,d157,antagonist
10066903,g1116,d3456,antagonist
10067800,g100,d3303,antagonist
10068594,g631,d1672,inhibitor
10075051,g2296,d2341,inhibitor
10075381,g100,d2382,antagonist
10075867,g656,d115,antagonist
10076535,g183,d334,antagonist
10077001,g183,d2136,agonist
10080233,g1113,d2621,antagonist
10082805,g2149,d2546,inhibitor
10091649,g631,d3442,inhibitor
10092828,g393,d107,antibody
10095983,g1789,d2792,inhibitor
10102370,g765,d463,inhibitor
10103097,g38,d1968,inhibitor
10188761,g1175,d286,antibody
10188968,g1109,d2022,agonist
10193663,g1109,d1976,agonist
10193663,g1112,d1976,agonist
10193663,g1110,d1976,agonist
10193776,g1060,d461,inhibitor
10197775,g2276,d3166,cofactor
10198642,g1806,d2318,agonist
10202212,g1635,d1908,agonist
10205231,g36,d1694,inhibitor
10206175,g8,d3508,inhibitor
10208491,g1475,d3334,cofactor
10212017,g1078,d375,antagonist
10212017,g451,d375,antagonist
10212017,g449,d375,antagonist
10224140,g2115,d3013,inhibitor
10227113,g450,d2773,antagonist
10227113,g85,d2773,antagonist
10227113,g655,d2773,antagonist
10322101,g147,d3554,inhibitor
10328880,g828,d210,agonist
10328995,g1116,d1708,agonist
10328995,g1117,d1708,agonist
10331108,g1108,d2957,antagonist
10334992,g1597,d1660,other
10338682,g1789,d2792,inhibitor
10340919,g1884,d2561,inhibitor
10354277,g19,d3392,blocker
10365684,g2320,d2594,inhibitor
10366506,g393,d107,antibody
10372826,g1884,d3259,inhibitor
10372826,g1883,d3259,inhibitor
10373451,g1690,d1914,inhibitor
10374120,g1737,d2643,antagonist
10376921,g1246,d236,inhibitor
10377029,g147,d3554,inhibitor
10378469,g981,d444,inhibitor
10379623,g1635,d3031,agonist
10381787,g1884,d2561,inhibitor
10381787,g1883,d2561,inhibitor
10381812,g85,d2698,agonist
10386066,g631,d3442,inhibitor
10398211,g36,d1694,inhibitor
10403429,g1564,d1714,stimulator
10403635,g38,d2940,inhibitor
10418836,g260,d2941,agonist
10421444,g38,d2174,inhibitor
10421444,g38,d3456,inhibitor
10421446,g38,d1968,inhibitor
10430100,g2366,d3077,inhibitor
10432475,g1108,d2957,antagonist
10433496,g91,d2689,antagonist
10433496,g91,d123,antagonist
10433496,g92,d2689,antagonist
10433496,g92,d123,sin_interaccion
10433700,g38,d1968,inhibitor
10435400,g1108,d2957,antagonist
10439935,g487,d2000,inhibitor
10443547,g656,d136,agonist
10444166,g1792,d1712,inducer
10444479,g2296,d2341,inhibitor
10445375,g1113,d1842,antagonist
10446316,g656,d3145,agonist
10446934,g36,d1694,inhibitor
10450786,g1884,d2508,inhibitor
10450786,g1883,d2508,inhibitor
10452868,g1884,d3163,inhibitor
10452868,g1883,d3163,inhibitor
10454501,g1805,d1724,agonist
10455193,g1249,d3394,inhibitor
10455282,g1113,d2621,antagonist
10459139,g1931,d2071,agonist
10459139,g1931,d71,agonist
10463324,g1109,d3562,agonist
10463324,g1110,d3562,agonist
10475242,g1807,d3147,agonist
10482907,g2366,d3077,inhibitor
10485483,g1884,d3259,inhibitor
10487207,g953,d3354,antagonist
10487207,g456,d3354,antagonist
10487207,g959,d3354,antagonist
10494028,g1805,d2096,agonist
10496350,g2366,d3077,inhibitor
10499608,g2366,d3077,inhibitor
10500149,g183,d334,antagonist
10500149,g183,d2143,antagonist
10500836,g1792,d1712,inducer
10503726,g656,d2956,antagonist
10503933,g8,d3508,inhibitor
10510456,g1246,d1708,inhibitor
10512062,g1174,d286,antibody
10518442,g147,d1879,inhibitor
10518593,g1250,d1868,inducer
10522750,g2253,d3115,antagonist
10530689,g8,d3508,inhibitor
10530931,g449,d1907,antagonist
10530931,g448,d1907,antagonist
10531405,g655,d2137,antagonist
10533697,g287,d2592,inhibitor
10541376,g1445,d2312,antibody
10543618,g2276,d3166,cofactor
10555149,g1806,d3259,negative modulator
10561120,g521,d1875,inhibitor
10563228,g1109,d3562,agonist
10563228,g1110,d3562,agonist
10567199,g1884,d2561,inhibitor
10567956,g1174,d286,antibody
10575283,g479,d2687,partial agonist
10579749,g100,d3165,antagonist
10580379,g1358,d3555,inhibitor
10580458,g1884,d3139,inhibitor
10581306,g1250,d1868,inducer
10593896,g792,d2829,binder
10594327,g1884,d2065,inhibitor
10597865,g1078,d236,antagonist
10597866,g1078,d236,antagonist
10598555,g2366,d3077,inhibitor
10601100,g1737,d2067,agonist
10601100,g1737,d1849,agonist
10604939,g1250,d1868,inducer
10606440,g91,d2689,antagonist
10607689,g1174,d1798,antibody
10617684,g2028,d2113,inhibitor
10619176,g1760,d2199,inhibitor
10626810,g1883,d3259,inhibitor
10637238,g730,d2136,antagonist
10641988,g657,d400,agonist
10641988,g657,d3145,agonist
10641988,g657,d200,sin_interaccion
10643998,g2276,d3166,cofactor
10649985,g287,d2592,inhibitor
10649985,g287,d2058,inhibitor
10651393,g633,d2450,inhibitor
10655292,g931,d2180,antagonist
10656824,g2068,d3334,cofactor
10657949,g1884,d3259,inhibitor
10658574,g828,d278,agonist
10658902,g633,d243,inhibitor
10665514,g293,d367,inhibitor
10667230,g787,d2878,antagonist
10683249,g1592,d1875,inhibitor
10688973,g1634,d2070,agonist
10692398,g307,d2638,inhibitor
10694244,g147,d3554,inhibitor
10698696,g1626,d3234,product of
10699595,g1737,d2643,antagonist
10702256,g1188,d2289,binder
10707565,g1807,d3147,agonist
10708100,g1175,d286,antibody
10712236,g1626,d3234,product of
10712445,g1246,d1923,inhibitor
10715145,g1884,d3481,inhibitor
10727523,g15,d3256,inhibitor
10727523,g13,d3256,inhibitor
10730683,g1789,d2792,inhibitor
10740137,g1060,d461,inhibitor
10741458,g38,d2940,inhibitor
10744652,g393,d107,antibody
10749876,g1579,d3166,cofactor
10752671,g183,d2143,antagonist
10754148,g183,d334,antagonist
10754457,g1601,d1851,agonist
10755318,g10,d3322,inducer
10755406,g1592,d1875,inhibitor
10758053,g2028,d2113,inhibitor
10762339,g1115,d2651,antagonist
10762339,g1114,d2651,binder
10762666,g1246,d2956,inhibitor
10770198,g2058,d3448,antagonist
10773010,g1180,d2995,antagonist
10773014,g19,d2702,inhibitor
10773014,g19,d3098,inhibitor
10787442,g1805,d1724,agonist
10794682,g1884,d2849,inhibitor
10794813,g1259,d1993,sin_interaccion
10794813,g1267,d1993,inhibitor
10799317,g1805,d2096,agonist
10812836,g121,d148,inducer
10815932,g682,d2186,antagonist
10821800,g1115,d160,antagonist
10821800,g1114,d160,antagonist
10822172,g183,d2143,antagonist
10823899,g2149,d2546,inhibitor
10824635,g93,d2398,agonist
10828060,g1805,d2096,agonist
10828316,g1931,d3297,agonist
10836199,g730,d1849,agonist
10839989,g1660,d3166,cofactor
10844127,g1109,d3562,agonist
10844127,g1110,d3562,agonist
10847421,g2266,d1805,inhibitor
10851239,g599,d3545,antagonist
10852638,g1438,d2544,antagonist
10852638,g1419,d2544,antagonist
10852638,g1439,d2544,inhibitor
10852638,g1423,d2544,inhibitor
10852638,g1421,d2544,inhibitor
10852638,g1420,d2544,antagonist
10852638,g1425,d2544,inhibitor
10852638,g1424,d2544,inhibitor
10852638,g1418,d2544,inhibitor
10852638,g1427,d2544,inhibitor
10852638,g1426,d2544,inhibitor
10852638,g1422,d2544,inhibitor
10860024,g1268,d318,inhibitor
10866053,g1194,d2361,agonist
10871190,g1807,d3147,agonist
10871202,g2058,d3448,antagonist
10873710,g38,d2940,inhibitor
10878294,g633,d2450,inhibitor
10878295,g633,d2450,inhibitor
10879806,g183,d2143,antagonist
10879826,g121,d148,inducer
10882160,g487,d2000,inhibitor
10882160,g487,d3395,inhibitor
10890256,g633,d2450,inhibitor
10893069,g1475,d3334,cofactor
10894798,g2080,d2983,inhibitor
10894798,g2080,d299,inhibitor
10895904,g1884,d2423,inhibitor
10895904,g1884,d446,inhibitor
10903390,g2146,d2248,inhibitor
10911931,g1635,d2475,agonist
10917554,g15,d3256,inhibitor
10917554,g13,d3256,inhibitor
10921913,g2004,d157,antagonist
10924132,g1579,d3166,cofactor
10924272,g1660,d3166,cofactor
10929089,g1883,d2423,inhibitor
10932681,g1789,d2792,inhibitor
10942240,g382,d2190,antibody
10942852,g1108,d2869,antagonist
10952689,g1246,d2258,inhibitor
10958085,g1635,d1864,agonist
10961955,g2028,d2113,inhibitor
10966747,g2148,d2546,inhibitor
10978155,g1479,d3334,cofactor
10980236,g2149,d2546,inhibitor
10981253,g487,d2000,inhibitor
10995244,g1579,d3166,cofactor
10997731,g1120,d2637,antagonist
10998057,g2068,d3334,cofactor
10998224,g631,d1672,inhibitor
11000053,g1721,d3047,cofactor
11003159,g293,d367,inhibitor
11006272,g599,d3545,antagonist
11009046,g1884,d2065,inhibitor
11015308,g1109,d2022,agonist
11024226,g183,d1946,antagonist
11024226,g1602,d1946,antagonist
11024226,g1737,d1946,agonist
11026622,g757,d2318,agonist
11030016,g36,d3409,inhibitor
11034389,g850,d3047,cofactor
11034583,g1117,d1708,agonist
11040105,g2181,d3234,ligand
11040338,g1601,d379,antagonist
11041225,g1737,d2067,agonist
11041225,g1737,d1849,agonist
11041537,g2149,d2844,inhibitor
11049861,g1108,d2621,agonist
11050304,g1109,d1976,agonist
11053058,g633,d2450,inhibitor
11054378,g1159,d3255,inhibitor
11054378,g1159,d153,sin_interaccion
11054378,g1159,d2579,inhibitor
11054378,g463,d3255,inhibitor
11054378,g463,d153,inhibitor
11054378,g463,d2579,inhibitor
11054601,g1789,d2792,inhibitor
11056242,g357,d1806,inhibitor
11057870,g1060,d461,inhibitor
11060732,g745,d348,inhibitor
11060833,g1884,d3481,inhibitor
11061982,g1113,d2621,antagonist
11061985,g599,d3545,antagonist
11063897,g1113,d2651,antagonist
11078056,g1884,d3259,inhibitor
11078468,g19,d2202,binder
11078469,g19,d2204,inhibitor
11078469,g19,d2205,inhibitor
11078469,g19,d2202,binder
11094008,g2018,d2468,inhibitor
11098106,g1635,d2070,agonist
11108662,g15,d3256,inhibitor
11118042,g1884,d3259,inhibitor
11121413,g1883,d1886,inhibitor
11131599,g1113,d1708,agonist
11132243,g1078,d2830,agonist
11132243,g1078,d3129,antagonist
11132243,g1110,d2830,antagonist
11132243,g1110,d3129,antagonist
11132243,g1113,d2830,antagonist
11132243,g1113,d3129,antagonist
11132243,g1115,d2830,antagonist
11132243,g1115,d3129,antagonist
11132243,g656,d2830,antagonist
11132243,g656,d3129,antagonist
11132243,g1108,d2830,antagonist
11132243,g1108,d3129,antagonist
