1486803 10.1159/000133420
1493594 10.1139/y92-176
1511344 10.1016/0006-8993(92)91386-s
1526623 10.1055/s-2007-1003337
1532675 10.1002/syn.890100302
1536695 10.2165/00002018-199207010-00004
1543672 10.1111/j.1365-2133.1992.tb00001.x
1549935 10.1111/j.1399-6576.1992.tb03442.x
1585214 
1588924 
1590750 10.1007/bf02399709
1594557 10.1097/00006676-199205000-00013
1599956 10.1016/0167-4838(92)90342-b
1600046 10.1111/j.1365-2036.1992.tb00050.x
1601843 
1606351 10.2165/00002512-199202030-00002
1611705 
1620654 10.1016/0196-9781(92)90163-w
1646056 10.1111/j.1476-5381.1991.tb12150.x
1646718 10.1111/j.1432-1033.1991.tb16066.x
1646776 10.1111/j.1526-4610.1991.hed3104228.x
1647395 
1651852 10.1210/endo-129-3-1481
1653123 10.1161/01.cir.84.3.1364
1653644 10.1093/cvr/25.6.516
1654268 10.1016/0922-4106(91)90042-g
1654566 
1656846 10.1002/ana.410300103
1660104 10.1007/bf00183008
1662173 10.1016/0306-3623(91)90233-v
1663395 10.3109/08916939109001906
1664802 10.1016/0014-2999(91)90262-o
1665782 10.1016/0014-2999(91)90347-s
1666366 10.1016/0014-2999(91)90299-6
1666931 10.3109/00365519109104578
1666997 
1667290 10.1111/j.1476-5381.1991.tb12523.x
1667613 10.1016/0006-8993(91)91386-f
1674528 
1676991 
1678274 10.1111/j.1365-2125.1991.tb05603.x
1678430 10.1248/bpb1978.14.87
1678728 10.1254/fpj.97.4_209
1680053 10.1016/0014-2999(91)90363-u
1680715 10.1016/0014-2999(91)90491-8
1680855 
1682484 
1683559 10.1111/j.1365-2125.1991.tb03935.x
1684063 10.1159/000195919
1685013 10.1007/bf00172585
1686208 10.1111/j.1476-5381.1991.tb12418.x
1686618 10.1007/bf00126668
1687398 10.1016/0306-3623(91)90597-y
1691468 10.1016/0304-3940(90)90796-c
1692236 10.1021/bi00462a004
1694685 10.1016/0005-2736(90)90089-7
1696149 10.1111/j.1476-5381.1990.tb15784.x
1701989 
1705137 10.1111/j.1365-2125.1990.tb05445.x
1705633 10.1097/00005344-199016004-00016
1708834 10.1093/jnci/83.10.716
1712335 10.1111/j.1472-8206.1991.tb00698.x
1718682 10.2165/00003495-199142010-00007
1722672 10.1016/0006-2952(91)90397-n
1722692 
1730056 10.1016/0167-4781(92)90484-h
1730582 
1730767 10.1083/jcb.116.2.545
1731757 10.1042/bj2810021
1732532 10.1021/jm00079a003
1738111 
1744096 
1748153 10.1016/0014-2999(91)90270-z
1776688 10.1016/0003-2697(91)90482-9
1783326 10.1254/fpj.98.6_449
1794016 10.2165/00002512-199101030-00006
1818332 10.1016/0163-7258(91)90004-6
1822319 10.1016/0924-977x(91)90008-i
1830521 
1830565 
1838579 10.1016/0304-3940(91)90447-2
1843561 
1845848 10.1002/1097-0142(19910101)67:1+&lt;250::aid-cncr2820671307&gt;3.0.co;2-9
1847384 
1852778 
1860838 
1863523 10.1002/chir.530030207
1868500 10.1159/000174789
1885257 
1886988 
1901209 10.1016/0006-2952(91)90206-k
1908244 10.1016/0006-2952(91)90281-9
1912125 10.1016/0006-3223(91)90290-3
1944305 10.1210/mend-5-8-1090
1957124 10.3109/00365529109093214
1962798 10.1097/00004872-199012000-00005
1965307 10.1016/0303-7207(90)90113-m
1965892 10.1111/j.1432-0436.1990.tb00463.x
1966571 
1968366 10.1161/01.cir.81.3.914
1969947 10.1111/j.2042-7158.1990.tb05345.x
1970337 
1970615 10.1007/bf00180657
1973034 10.1042/bj2680525
1976401 10.1111/j.1476-5381.1990.tb14100.x
1977506 10.1111/j.1365-2222.1990.tb02459.x
1978244 
1979424 10.1007/bf00169453
1979630 10.1111/j.2042-7158.1990.tb06590.x
1979798 10.1016/s0091-6749(05)80248-9
1980236 10.1002/clc.4960131104
1982265 10.1016/0014-2999(90)94150-v
1983158 
1986546 
2004037 10.1016/0960-0760(91)90120-t
2011412 
2011590 10.1073/pnas.88.7.2820
2027917 10.1007/bf02244197
2067140 10.1254/jjp.55.211
2087492 10.1016/0091-3057(90)90022-a
2108722 10.1021/bi00457a015
2113031 10.3109/10715769009053374
2114832 10.1007/bf00372617
2120386 10.1111/j.1471-4159.1990.tb04938.x
2120879 10.1530/acta.0.1230218
2125244 10.1002/cm.970170304
2137975 10.1016/0002-9378(90)90436-b
2140979 10.2165/00003495-199039040-00005
2144185 10.1016/0005-2728(90)90245-y
2148481 10.1016/0006-2952(90)90098-6
2148726 10.1016/0014-2999(90)90344-6
2151003 10.1177/106002809002401212
2154737 10.1111/j.1600-0773.1990.tb01599.x
2156274 10.1016/0091-3057(90)90211-y
2157221 
2165421 10.1016/0005-2728(90)90114-j
2167458 10.1007/bf00969931
2175153 10.1016/0002-9378(90)90559-p
2182794 10.3171/jns.1990.72.5.0798
2189902 10.1002/j.1552-4604.1990.tb03479.x
2207500 10.1111/j.1476-5381.1990.tb14092.x
2226440 10.1111/j.1432-1033.1990.tb19325.x
2226620 10.1016/0014-2999(90)90048-b
2236897 
2248058 10.1111/j.1600-0447.1990.tb05348.x
2253700 10.1016/0922-4106(90)90017-r
2262902 
2268554 10.1016/0960-0760(90)90331-e
2277128 10.1002/j.1552-4604.1990.tb01878.x
2307235 10.1016/0014-5793(90)80636-w
2326286 10.3181/00379727-194-43054
2331571 10.1111/j.1476-5381.1990.tb14680.x
2351672 
2361169 10.1111/j.1476-5381.1990.tb12996.x
2378927 10.1016/0006-3223(90)90577-o
2386110 10.1007/bf01966302
2386945 
2394753 
2404115 
2424118 
2433905 10.1016/0065-2571(86)90011-7
2439825 10.1097/00005344-198608006-00016
2442519 10.1097/00005344-198710001-00010
2443243 
2446632 10.1016/0006-2952(87)90664-2
2456096 10.1016/0005-2736(88)90023-5
2459308 10.1111/j.1471-4159.1988.tb01102.x
2461561 10.1073/pnas.85.23.9071
2466833 
2469483 10.1016/0304-4165(89)90030-5
2469524 10.1016/0361-9230(89)90129-9
2471291 10.1016/0041-008x(89)90119-1
2476626 
2481033 
2484931 10.1177/104063878900100204
2486535 
2502209 
2502672 10.1007/bf01800713
2521824 10.1210/endo-124-3-1576
2523301 10.2165/00003495-198937010-00003
2527061 10.1016/s0005-2728(89)80339-1
2527092 10.1007/bf00304763
2530096 10.1016/0014-2999(89)90022-8
2538766 10.1016/0028-3908(89)90059-2
2541731 
2544117 10.1111/j.1398-9995.1989.tb01068.x
2544592 
2545161 10.1002/ana.410250610
2545383 10.3109/10641968909045433
2546049 
2551803 10.1016/0278-6915(89)90146-4
2554095 10.1016/0026-0495(89)90051-6
2567267 10.1254/fpj.93.133
2567596 10.1016/0006-2952(89)90073-7
2568212 
2568629 10.1111/j.1600-0773.1989.tb00657.x
2569356 10.1111/j.1365-2222.1989.tb02406.x
2570451 
2571203 10.1097/00007890-198909000-00012
2571484 
2573104 10.1007/bf00442555
2573502 
2575762 10.1159/000138616
2576228 10.1016/0014-2999(89)90516-5
2577144 10.1002/chir.530010404
2580269 10.1007/bf00584088
2583270 10.1016/0014-5793(89)81546-7
2586634 10.1007/bf00167042
2587420 10.1016/0196-9781(89)90113-7
2611529 
2632448 
2647626 
2653642 10.1007/bf00224730
2665179 
2679799 10.1139/o89-085
2688391 10.1016/0002-9149(89)91203-4
2706010 10.1016/0006-2952(89)90257-8
2723642 10.1111/j.1471-4159.1989.tb07271.x
2742004 10.1002/ajpa.1330790209
2758221 10.1111/j.1476-5381.1989.tb11965.x
2786749 
2789998 10.1021/bi00441a016
2791613 10.1016/0011-2240(89)90072-2
2826993 
2828119 10.1016/0014-5793(88)80903-7
2828423 10.1016/0165-5728(88)90068-9
2833901 10.1016/0006-2952(88)90020-2
2835038 10.1016/s0006-291x(88)80081-0
2835832 
2845216 10.1016/0024-3205(88)90581-4
2847647 10.1128/aac.32.8.1182
2849655 
2850060 10.1111/j.1476-5381.1988.tb11646.x
2855368 10.1023/a:1016475204694
2857046 10.1016/0024-3205(85)90089-x
2857116 10.1161/01.res.56.1.126
2857786 
2858133 10.1016/0041-008x(85)90331-x
2858236 10.1111/j.1476-5381.1985.tb12921.x
2859531 10.1007/bf00692910
2866055 10.2165/00003088-198510060-00002
2867566 10.1016/0091-3057(85)90103-0
2868542 
2869188 
2870555 10.2165/00007256-198603020-00004
2870716 10.1016/0006-2952(86)90269-8
2871581 10.1007/bf00178519
2871724 
2871880 10.1111/j.1476-5381.1986.tb14582.x
2874214 
2874815 
2875894 10.1016/0014-2999(86)90562-5
2876128 10.1055/s-2008-1050735
2877081 
2879489 10.1164/arrd.1987.135.1.181
2879901 10.1007/bf01059656
2881994 10.1111/j.2042-7158.1987.tb06954.x
2882965 10.1007/bf01296156
2885243 
2885244 
2886214 
2886642 
2887435 10.1016/0014-2999(87)90333-5
2888789 10.1002/j.1552-4604.1987.tb03049.x
2889803 10.1111/j.1471-4159.1987.tb01032.x
2891463 
2891550 10.1016/0014-2999(87)90544-9
2892106 10.1016/0024-3205(88)90681-9
2892392 
2892659 10.1177/106002808702101202
2892662 10.2165/00003495-198734060-00002
2895037 
2895614 
2895808 10.1248/bpb1978.10.669
2897449 10.1111/j.2042-7158.1988.tb05200.x
2899826 10.1016/0024-3205(88)90519-x
2901134 10.1016/0167-0115(88)90003-1
2901958 10.1093/eurheartj/9.suppl_h.85
2904117 10.1002/mds.870010208
2905706 10.1016/s0378-4347(00)83131-x
2906155 10.1007/bf00216067
2907348 10.1097/00004872-198812040-00157
2913485 
2922761 10.1016/0041-008x(89)90335-9
2933041 10.1016/0006-2952(85)90432-0
2938592 
2943980 
2945972 10.1016/0022-4731(86)90402-4
2962844 
2963038 10.1016/s0190-9622(87)70294-1
2964559 10.1007/bf00229691
2975224 10.1016/0014-2999(88)90591-2
2982481 
2985086 10.1016/0006-2952(85)90591-x
2985405 10.1016/0014-2999(85)90391-7
2988814 10.1161/01.res.56.6.884
2997628 10.1007/bf00572436
3002801 10.1016/0014-2999(85)90468-6
3004220 10.1016/0002-9378(86)90673-3
3004501 10.1016/0006-2952(86)90215-7
3004700 
3004987 10.1111/j.1432-1033.1986.tb09469.x
3006661 10.1042/bj2330265
3013935 10.1172/JCI112541
3015015 10.1128/aac.29.6.1073
3017690 10.1111/j.1528-1157.1986.tb05731.x
3036471 10.1210/endo-121-1-384
3037028 10.1111/j.1471-4159.1987.tb02882.x
3038022 10.1016/0003-9861(87)90443-7
3039860 10.1152/ajpheart.1987.253.2.H358
3047364 
3058238 10.1007/bf01805740
3060178 10.1146/annurev.nu.08.070188.003025
3071951 10.1097/00000421-198801102-00034
3124610 10.1016/s0272-6386(88)80204-x
3129549 
3134891 10.1016/0006-2952(88)90036-6
3139361 10.1016/0010-7824(88)90104-7
3143355 10.1042/bj2550169
3146348 10.1021/bi00417a049
3147222 10.2500/108854188778965528
3167688 10.1139/y88-116
3168573 10.1378/chest.94.4.763
3178884 10.1016/0006-2952(88)90406-6
3190453 10.1007/bf00316254
3207614 10.1111/j.1365-2133.1988.tb03474.x
3207986 10.1111/j.1476-5381.1988.tb11692.x
3247303 10.1023/a:1015945830309
3253717 
3258344 10.1007/BF02788223
3260648 
3262993 10.1007/978-3-0348-9156-1_20
3314674 
3320565 10.1016/0022-4731(87)90162-2
3334987 
3345199 10.1016/0006-2952(88)90167-0
3365283 
3416882 10.1111/j.1432-1033.1988.tb14305.x
3419539 10.1016/0028-3908(88)90149-9
3440035 
3446047 
3467980 10.1016/0014-4800(87)90037-2
3474745 
3480361 
3517382 10.1111/j.1365-2885.1986.tb00008.x
3530295 10.1111/j.1365-2125.1986.tb02860.x
3532684 10.1111/j.1600-0404.1986.tb04619.x
3539207 10.1016/0005-2760(87)90301-8
3556584 10.1016/0014-5793(87)81513-2
3580704 10.1111/j.1476-5381.1987.tb11223.x
3588607 
3622377 10.1210/endo-121-3-1083
3661710 10.1152/ajpgi.1987.253.4.G497
3758193 10.1055/s-0029-1210534
3770229 
3774629 
3780719 10.1111/j.1432-1033.1986.tb10070.x
3806383 
3812589 10.1002/ajmg.1320260216
3816971 10.1016/0014-2999(86)90596-0
3828735 10.1002/bjs.1800740116
3836113 
3838919 
3896742 10.2165/00003495-198530010-00005
3917545 
3920599 10.1159/000265355
3928974 10.1016/0022-4731(85)90232-8
3954800 10.1016/0006-2952(86)90085-7
3959032 10.1021/jm00154a022
3989343 
4004885 10.1016/0006-2952(85)90630-6
4039467 
4070383 10.1016/0031-9384(85)90336-1
4074665 10.1021/bi00339a026
4080089 10.1159/000124221
4152054 10.1001/archpsyc.1974.01760130040006
4156788 10.1016/0022-3956(74)90120-4
4399738 10.1073/pnas.67.2.1063
4406367 
4539395 10.1254/jjp.22.313
4555460 10.1007/bf02231205
4719131 10.1016/0005-2736(73)90353-2
4861216 
4887393 
4889058 
5284360 10.1038/newbio231232a0
5431666 10.1172/JCI106377
5455277 
5692397 
5833399 10.1016/0926-6585(65)90211-6
6010427 
6086881 
6088360 
6094175 10.1289/ehp.8457307
6103055 10.1111/j.2042-7158.1980.tb12909.x
6107062 
6114720 
6116801 
6123592 
6124492 
6124875 
6130192 
6130555 10.1007/bf00428152
6131674 10.1016/0006-2952(83)90673-1
6135423 10.1016/0006-2952(83)90227-7
6135616 10.1016/0014-2999(83)90494-6
6136281 10.1016/0006-2952(83)90181-8
6136920 10.1007/bf00634263
6140014 10.1016/0006-2952(83)90303-9
6142843 
6143816 
6146346 10.1111/j.1365-2125.1984.tb05013.x
6146939 10.1016/0028-3908(84)90142-4
6147147 
6147851 10.1073/pnas.81.17.5618
6148400 10.1111/j.2042-7158.1984.tb04449.x
6148733 10.1002/j.1875-9114.1984.tb03359.x
6149133 10.1016/0014-2999(84)90567-3
6149771 
6151117 10.1007/bf00496100
6184384 10.1172/jci110743
6186851 10.1097/00005344-198301000-00023
6202960 10.1097/00005344-198405000-00001
6203844 10.1159/000233573
6204835 10.2165/00003495-198428010-00003
6206315 10.1097/00005344-198407000-00010
6222739 10.1016/0006-2952(83)90474-4
6226260 10.1016/0003-9969(83)90186-3
6227474 10.1210/endo-113-6-2043
6238408 10.1126/science.6238408
6239298 10.1016/0165-1781(84)90044-1
6245760 10.1016/0006-8993(80)90060-8
6247160 10.1016/0014-2999(80)90114-4
6249436 10.1111/j.1476-5381.1980.tb07041.x
6262771 10.1073/pnas.78.2.795
6268422 10.1016/0014-2999(81)90573-2
6292632 10.1016/0024-3205(82)90386-1
6302549 10.1016/0028-3908(83)90238-1
6318143 10.1007/bf00964003
6320036 10.1016/0028-3908(83)90200-9
6336597 
6342700 10.1093/rheumatology/22.2.89
6351026 10.1002/j.1875-9114.1983.tb03257.x
6362415 10.1016/s0002-9378(84)80036-8
6364362 
6371722 10.1002/j.1875-9114.1984.tb03322.x
6374639 10.1002/pros.2990050307
6380538 10.1146/annurev.nu.04.070184.001433
6386273 
6409111 10.1016/0006-2952(83)90417-3
6413448 
6418550 10.1007/bf00542129
6428914 10.1007/bf00542139
6434940 
6436227 10.1093/jac/14.suppl_a.5
6439037 10.1016/0002-9343(84)90187-6
6441926 
6524278 10.1111/j.1399-6576.1984.tb02137.x
6621777 10.1007/bf00964551
6645495 10.1016/0022-4731(83)90371-0
6646243 10.1007/bf00497011
6687626 10.1038/302342a0
6703688 10.1016/0003-9861(84)90123-1
6706930 
6725552 10.1172/JCI111360
6726060 
6738302 10.1016/0024-3205(84)90157-7
6755764 
6759742 
6789797 
6808516 10.1073/pnas.79.12.3848
6812406 10.1016/0002-9149(82)91226-7
6816217 10.1042/bj2050559
6827166 
6850722 
6867080 
6872937 10.1210/endo-113-2-463
6892775 
6897316 
6983619 10.1254/jjp.32.803
7044524 
7052344 10.1111/j.1476-5381.1980.tb14570.x
7053311 10.1038/clpt.1982.14
7054210 10.1210/jcem-54-1-145
7062741 10.1016/0022-4731(82)90145-5
7088753 10.1136/pgmj.58.675.17
7122991 
7196602 10.1002/tera.1420230211
7213132 
7275938 
7409209 
7436456 10.1136/adc.55.11.857
7437219 10.1093/bja/52.10.981
7491961 10.1152/ajpgi.1995.269.5.G699
7492120 10.1128/aac.39.7.1629
7493546 
7498321 10.1016/0014-2999(95)00292-s
7499320 10.1074/jbc.270.47.28239
7499435 10.1074/jbc.270.48.29018
7500004 
7508675 10.1111/j.1600-0447.1993.tb03480.x
7511558 10.1254/fpj.103.121
7511752 
7511759 
7516184 10.1021/bi00189a049
7518297 10.1111/j.1476-5381.1994.tb14881.x
7520908 
7522861 10.1111/j.1476-5381.1994.tb13165.x
7524043 
7526359 
7528133 10.2165/00003495-199448040-00009
7528484 
7529306 10.1111/j.2042-7158.1994.tb03871.x
7530204 10.1016/0014-2999(94)90643-2
7531353 10.1007/bf02245439
7536941 10.3181/00379727-209-43878
7539114 10.1016/0028-3908(94)90132-5
7540578 10.1016/0306-3623(94)00227-e
7542676 10.1097/00004850-199503000-00003
7554708 10.1016/0009-9236(95)90251-1
7556407 10.1016/0014-2999(95)00168-k
7560228 10.1111/j.1600-051x.1995.tb00181.x
7562497 
7565636 
7566682 
7567987 10.1073/pnas.92.19.8626
7573467 10.1152/ajplung.1995.269.3.L339
7581058 
7582530 10.1111/j.1476-5381.1995.tb15907.x
7584665 10.1089/jir.1995.15.205
7585327 10.1139/y95-077
7592550 10.1093/oxfordjournals.jbchem.a124787
7592963 10.1074/jbc.270.45.27106
7599160 10.1016/0304-4165(95)00037-c
7606348 10.1111/j.1476-5381.1995.tb13368.x
7610922 10.1002/jbmr.5650100404
7612154 10.1016/0893-133X(94)00058-8
7615202 10.1016/0016-5085(95)90341-0
7616431 
7617294 10.1016/0304-3940(95)11328-t
7623487 10.1016/0378-8741(94)01219-p
7624018 10.1016/0304-3940(95)11364-3
7625729 10.1111/j.1749-6632.1995.tb31386.x
7632944 
7638250 10.3181/00379727-209-43915
7648625 10.1007/bf00583400
7648771 10.1016/0009-9236(95)90199-X
7650688 10.1021/jm00017a019
7654486 10.1111/j.1365-2125.1995.tb05727.x
7657295 
7665369 10.2527/1995.7351396x
7670737 10.1111/j.1476-5381.1995.tb15884.x
7674815 10.1016/0024-3205(95)02079-x
7675115 10.1007/bf00170156
7678677 10.1097/00005344-199301000-00006
7680317 10.1016/0014-2999(93)90679-c
7681475 10.1152/jn.1993.69.2.494
7683652 
7684066 10.1111/j.1471-4159.1993.tb03490.x
7691623 10.1016/0014-2999(93)90876-j
7692072 10.1093/jnci/85.19.1585
7700252 
7702639 10.1016/0006-2952(94)00519-r
7703721 10.1097/00008390-199412000-00010
7713167 10.1016/0014-2999(94)00659-u
7714410 10.1089/jop.1994.10.665
7723747 
7725982 10.1007/bf01986676
7726490 10.1128/aac.39.2.325
7727426 10.1021/bi00016a042
7734398 10.1016/0960-0760(94)00183-m
7739347 10.1016/0024-3205(95)00156-z
7740336 
7750284 10.1016/0010-7824(94)00003-f
7750291 10.1016/0010-7824(94)00019-s
7751968 
7752578 10.1038/ki.1995.120
7755585 
7755615 10.1006/bbrc.1995.1674
7761270 10.1007/bf00374164
7768881 10.1074/jbc.270.22.12953
7769797 10.1097/00005344-199503000-00001
7773533 10.1111/j.1476-5381.1995.tb13267.x
7773620 10.1016/s0968-0896(00)82053-2
7800667 10.1111/j.1600-0773.1994.tb00351.x
7809062 10.1073/pnas.91.26.12482
7824160 10.1016/0304-3940(94)90057-4
7828655 10.1016/0922-4106(94)90022-1
7831422 10.1007/bf02251284
7832763 10.1042/bj3050479
7843749 10.1161/01.hyp.25.1.22
7848904 
7849137 10.1016/0731-7085(94)00070-0
7851817 10.1254/fpj.104.433
7855217 10.1007/bf02244985
7856330 
7858879 10.1111/j.1476-5381.1994.tb17073.x
7862741 10.1159/000139246
7865862 10.1016/1056-8719(94)90062-0
7872378 10.1016/0002-9378(95)90150-7
7873420 10.1016/s1054-3589(08)60624-9
7875228 10.1016/0014-2999(94)90423-5
7882570 10.1111/j.1365-2249.1995.tb05573.x
7885191 10.1016/0024-3205(95)00006-r
7898101 
7898773 10.1016/0304-3940(94)90561-4
7903385 
7906055 10.1126/science.7906055
7908055 
7908256 10.1038/clpt.1994.34
7909690 10.1021/bi00183a033
7911332 10.1111/j.1753-6405.1993.tb00167.x
7912539 10.1111/j.1365-2125.1994.tb04290.x
7918347 
7921608 10.1111/j.1476-5381.1994.tb13153.x
7925603 10.1016/0014-2999(94)90060-4
7926307 10.2337/diab.43.11.1326
7928182 
7929150 
7948825 10.1111/j.1440-1746.1994.tb01264.x
7952157 10.1530/eje.0.1310467
7957034 10.1016/0920-1211(94)90004-3
7959748 10.1006/geno.1994.1331
7961725 
7961794 
7962113 10.1002/jcp.1041610213
7963258 10.1016/0165-1838(94)90052-3
7969507 10.1007/bf01258461
7981009 10.1111/j.1365-2125.1994.tb04332.x
7981624 
7984281 10.1016/0028-3908(94)90073-6
7989460 10.1210/jcem.79.6.7989460
7994817 10.1161/01.cir.90.6.2748
7995016 10.1038/clpt.1994.204
7996177 
7996307 10.1111/j.1552-6909.1994.tb01922.x
8000225 
8001268 10.1161/01.res.76.1.110
8003661 10.1097/00001756-199401120-00004
8014033 10.1111/j.1526-4610.1994.hed3404194.x
8020989 10.1006/geno.1994.1179
8032658 10.1111/j.1476-5381.1994.tb13072.x
8050463 10.1016/0014-2999(94)90237-2
8052854 10.1126/science.8052854
8058773 10.1073/pnas.91.17.8156
8059831 10.1016/0002-9378(94)90289-5
8061055 10.1016/0167-4889(94)90074-4
8070368 10.1210/endo.135.3.8070368
8073394 10.1016/0049-3848(94)90043-4
8082693 10.1016/0014-2999(94)90688-2
8083242 
8093733 
8097243 
8098761 
8099718 10.1007/bf00966787
8100523 10.1111/j.1432-1033.1993.tb17986.x
8101879 10.1021/jm00067a019
8103596 10.1006/phrs.1993.1033
8105356 10.1016/0024-3205(93)90558-k
8106131 
8110752 10.1021/bi00171a021
8117686 10.1021/bi00174a041
8119180 10.1210/endo.134.3.8119180
8132625 
8133056 
8139621 10.1016/0166-6851(93)90117-g
8141114 10.1097/00000421-199404000-00002
8144028 10.1016/0378-1119(94)90545-2
8153059 10.1111/j.1600-0773.1993.tb01363.x
8161215 10.1006/abbi.1994.1166
8166240 10.1152/ajpcell.1994.266.3.C771
8172912 10.1016/0005-2736(94)90177-5
8174605 10.1016/0922-4106(94)90130-9
8182534 
8206619 10.1161/01.hyp.23.6.861
8214757 10.1097/00000542-199310000-00020
8223836 10.1007/bf00315496
8232788 10.1016/0028-3908(93)90139-t
8242249 10.1111/j.1476-5381.1993.tb13877.x
8242725 10.1046/j.1468-2982.1993.1305325.x
8249551 10.1111/j.1399-6576.1993.tb03780.x
8263811 
8282004 10.1016/0922-4106(93)90072-h
8289199 10.1021/jm00027a004
8294418 
8298083 10.1097/00001756-199312000-00016
8301142 
8301582 
8302852 10.1073/pnas.91.3.1188
8313547 10.1161/01.cir.89.2.588
8319832 10.1016/0303-7207(93)90137-9
8319997 10.1161/01.hyp.22.1.9
8366144 10.1002/jcb.240520309
8375617 10.1096/fasebj.7.12.8375617
8376914 
8380156 
8380639 10.1073/pnas.90.2.408
8380858 
8381250 10.1002/jbmr.5650080113
8382768 
8384716 10.1073/pnas.90.6.2184
8384965 10.1016/0010-7824(93)90044-8
8386327 10.1007/bf00169273
8388192 10.1146/annurev.pa.33.040193.000545
8391582 10.1007/bf00231880
8392199 10.1016/0091-3057(93)90238-o
8394693 10.1042/bj2930807
8399219 10.1021/bi00091a025
8423526 
8423764 
8425287 10.1161/01.cir.87.2.382
8430939 
8441637 10.1093/nar/21.2.295
8446367 10.1159/000267220
8466638 
8469910 10.3109/00365519309088397
8473318 
8486204 10.1507/endocrine1927.69.2_67
8487621 10.1007/bf02536313
8487790 
8494375 10.1128/aac.37.4.785
8494570 
8499653 10.1007/bf00417563
8513851 10.1007/bf00316478
8516349 10.3181/00379727-203-43614
8521855 10.1111/j.1432-1033.1995.886_3.x
8525459 10.1002/syn.890210105
8529171 10.1017/s0317167100039846
8529521 10.1016/0168-8227(95)01076-p
8538681 10.1016/0166-6851(95)00059-a
8546983 10.1111/j.1600-0781.1995.tb00139.x
8564227 10.1111/j.1476-5381.1995.tb16381.x
8566109 10.1016/0014-2999(95)00302-2
8566141 10.1016/0014-2999(95)00504-e
8573583 10.1021/bi952168g
8574280 
8576907 10.1021/jm950395a
8577935 10.1016/0167-0115(95)00085-p
8578198 
8578218 10.3109/00365529509090261
8581044 
